"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        230,               2.3,       -9.96218094,      -10.75675225,      -11.14125534,                 0,       1.415514806,   0.0007269465644,     0.09544484523
        231,              2.31,      -9.964149142,      -10.75890823,      -11.14380733,                 0,       1.415109718,   0.0007819838566,     0.09523115164
        232,              2.32,      -9.965683387,      -10.76063504,      -11.14605538,                 0,       1.414707587,   0.0008343583818,     0.09501833716
        233,              2.33,      -9.967615264,      -10.76275532,      -11.14836509,                 0,       1.414308707,   0.0008837933471,     0.09480638975
        234,              2.34,      -9.970037563,      -10.76537022,      -11.15097336,                 0,       1.413913571,   0.0009300607346,     0.09459529851
        235,              2.35,      -9.972012851,      -10.76757277,       -11.1535058,                 0,       1.413521846,   0.0009729574453,     0.09438505329
        236,              2.36,      -9.973366128,      -10.76919572,      -11.15569809,                 0,       1.413132887,    0.001012240433,     0.09417564304
        237,              2.37,      -9.975190878,      -10.77129817,      -11.15799222,                 0,       1.412746906,    0.001047675298,     0.09396705605
        238,              2.38,      -9.977804423,      -10.77414646,      -11.16072947,                 0,        1.41236453,    0.001079094091,     0.09375928195
        239,              2.39,        -9.9799495,      -10.77648976,      -11.16337995,                 0,       1.411985463,    0.001106341829,     0.09355231166
        240,               2.4,      -9.981020739,      -10.77778948,       -11.1654197,                 0,       1.411608851,    0.001129222187,     0.09334613508
        241,              2.41,      -9.982365708,      -10.77942231,      -11.16739272,                 0,       1.411234864,     0.00114755616,     0.09314074073
        242,              2.42,      -9.984889122,      -10.78221226,      -11.17001609,                 0,       1.410864443,    0.001161246229,     0.09293611851
        243,              2.43,      -9.987265435,      -10.78477966,      -11.17280623,                 0,        1.41049741,    0.001170215468,     0.09273226038
        244,              2.44,      -9.988271565,      -10.78599247,      -11.17486398,                 0,       1.410132553,    0.001174348726,     0.09252915747
        245,              2.45,      -9.989224556,      -10.78727033,       -11.1765912,                 0,       1.409769777,    0.001173529822,     0.09232679885
        246,              2.46,      -9.991641224,      -10.79003027,      -11.17904237,                 0,       1.409410411,     0.00116769958,     0.09212517457
        247,              2.47,      -9.994268573,      -10.79285574,      -11.18189256,                 0,       1.409054729,    0.001156891921,     0.09192427764
        248,              2.48,      -9.995198739,      -10.79394565,      -11.18390155,                 0,       1.408701212,     0.00114108586,     0.09172410066
        249,              2.49,      -9.995599928,      -10.79468836,       -11.1852867,                 0,       1.408349228,    0.001120217073,     0.09152463323
        250,               2.5,      -9.997781936,      -10.79728637,      -11.18751288,                 0,       1.408000349,    0.001094286912,     0.09132586535
        251,              2.51,      -10.00076342,      -10.80044923,      -11.19052069,                 0,       1.407655442,    0.001063422884,     0.09112779094
        252,              2.52,      -10.00176169,      -10.80151232,      -11.19261548,                 0,       1.407312782,    0.001027732369,     0.09093040432
        253,              2.53,      -10.00148367,      -10.80157916,      -11.19364004,                 0,       1.406971033,   0.0009871807268,      0.0907336958
        254,              2.54,      -10.00324108,      -10.80388436,      -11.19556403,                 0,       1.406631935,   0.0009418594086,       0.090537655
        255,              2.55,      -10.00670028,      -10.80753514,      -11.19880912,                 0,       1.406297226,   0.0008920392916,     0.09034227647
        256,              2.56,      -10.00804419,       -10.8088054,       -11.2011609,                 0,       1.405965112,   0.0008379158079,     0.09014755665
        257,              2.57,      -10.00696879,      -10.80805621,      -11.20178017,                 0,       1.405633259,   0.0007795105088,     0.08995348688
        258,              2.58,       -10.0079451,      -10.80977644,      -11.20319675,                 0,       1.405303367,   0.0007169460668,     0.08976005591
        259,              2.59,      -10.01191848,      -10.81397394,      -11.20668362,                 0,       1.404978357,   0.0006505911876,     0.08956725845
        260,               2.6,      -10.01403238,      -10.81577488,      -11.20952063,                 0,       1.404656639,   0.0005807939718,     0.08937509336
        261,              2.61,       -10.0120999,      -10.81407368,      -11.20971201,                 0,       1.404334522,   0.0005076717527,     0.08918355359
        262,              2.62,      -10.01171408,      -10.81470687,      -11.21029146,                 0,       1.404013272,   0.0004313286236,     0.08899262655
        263,              2.63,      -10.01604997,      -10.81937926,      -11.21393974,                 0,       1.403697408,   0.0003521688878,     0.08880230615
        264,              2.64,      -10.01955816,       -10.8222179,      -11.21761046,                 0,       1.403386064,   0.0002707099464,     0.08861259401
        265,              2.65,      -10.01694994,      -10.81962725,       -11.2175068,                 0,       1.403073793,   0.0001871084485,     0.08842348568
        266,              2.66,      -10.01464808,      -10.81872031,      -11.21710987,                 0,       1.402768214,   0.0001014132239,     0.08823496733
        267,              2.67,      -10.01888705,       -10.8236657,      -11.22075349,                 0,       1.402468983,   1.409647435e-05,     0.08804703063
        268,              2.68,      -10.02456759,      -10.82823704,       -11.2257044,                 0,       1.402176597,  -7.414936909e-05,     0.08785968019
        269,              2.69,      -10.02198493,       -10.8252881,      -11.22574892,                 0,       1.401883435,  -0.0001630481005,     0.08767291585
        270,               2.7,      -10.01633186,      -10.82151505,      -11.22342994,                 0,       1.401586931,  -0.0002526908282,     0.08748672178
        271,              2.71,      -10.01941653,      -10.82588179,       -11.2266225,                 0,       1.401295685,  -0.0003426918258,     0.08730108555
        272,              2.72,      -10.02785011,      -10.83256123,       -11.2334109,                 0,       1.401013569,  -0.0004321349166,     0.08711601389
        273,              2.73,      -10.02635961,      -10.82995185,      -11.23423076,                 0,       1.400731004,  -0.0005205352443,     0.08693151291
