"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         217,      -7.326237288,      -6.641891502,       -7.78153116,      -8.093850738,      -6.720038527,      -9.541430166
          0,           0,         218,      -7.328080166,      -6.643622712,      -7.785933202,      -8.102852444,      -6.721870454,      -9.541621461
          0,           0,         219,      -7.329960748,      -6.645355115,      -7.790286252,      -8.111752697,       -6.72373877,      -9.541819648
          0,           0,         220,      -7.331865858,      -6.647086597,      -7.794593834,      -8.120556401,      -6.725630345,      -9.542024818
          0,           0,         221,      -7.333782029,      -6.648815035,       -7.79886002,      -8.129271619,      -6.727531746,      -9.542237249
          0,           0,         222,      -7.335695966,      -6.650538313,      -7.803088851,      -8.137909135,      -6.729429709,       -9.54245686
          0,           0,         223,      -7.337595098,      -6.652254449,       -7.80728415,      -8.146480719,      -6.731311666,      -9.542683559
          0,           0,         224,      -7.339468062,      -6.653961701,      -7.811449289,      -8.154997509,      -6.733166221,      -9.542917417
          0,           0,         225,      -7.341305093,       -6.65565859,      -7.815586935,       -8.16346833,      -6.734983558,      -9.543158431
          0,           0,         226,      -7.343098314,      -6.657343919,      -7.819698918,       -8.17189866,      -6.736755753,      -9.543406457
          0,           0,         227,      -7.344841948,      -6.659016823,      -7.823786267,      -8.180290278,      -6.738476984,      -9.543661415
          0,           0,         228,       -7.34653241,      -6.660676798,      -7.827849241,      -8.188641346,       -6.74014366,      -9.543923077
          0,           0,         229,      -7.348168306,      -6.662323701,      -7.831887507,      -8.196946797,      -6.741754459,       -9.54419116
          0,           0,         230,      -7.349750372,      -6.663957789,      -7.835900458,       -8.20519925,      -6.743310231,      -9.544465661
          0,           0,         231,       -7.35128119,      -6.665579576,      -7.839887134,      -8.213390432,        -6.7448137,      -9.544746318
          0,           0,         232,      -7.352764973,      -6.667189839,      -7.843846493,      -8.221512873,      -6.746269293,      -9.545032893
          0,           0,         233,      -7.354207441,      -6.668789632,      -7.847777727,      -8.229559214,      -6.747683051,      -9.545325205
